"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"KFRC","Kforce, Inc.","33.93","$771.75M","1995","Technology","Professional Services","https://old.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","15.91","$400.9M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","17.9","$658.77M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","9.43","$368.63M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kin",
"KGJI","Kingold Jewelry Inc.","1.19","$13.11M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","7.22","$77.87M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kins",
"KNSA","Kiniksa Pharmaceuticals, Ltd.","17.33","$951.09M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/knsa",
"KNSL","Kinsale Capital Group, Inc.","126.85","$2.81B","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/knsl",
"KIRK","Kirkland&#39;s, Inc.","1.3","$18.07M","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/kirk",
"KTOV","Kitov Pharma Ltd.","0.75","$22.84M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharma Ltd.","0.05","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktovw",
"KLAC","KLA Corporation ","176.28","$27.64B","1980","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/klac",
"KLXE","KLX Energy Services Holdings, Inc. ","3.34","$80.45M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/klxe",
"KOD","Kodiak Sciences Inc","60","$2.64B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kod",
"KOPN","Kopin Corporation","0.3993","$33.91M","1992","Technology","Semiconductors","https://old.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","44.34","$1.81B","2015","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","1.45","$10.74M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","52.23","$177.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","20.42","$2.17B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ktos",
"KRYS","Krystal Biotech, Inc.","64.35","$1.11B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krys",
"KLIC","Kulicke and Soffa Industries, Inc.","26.21","$1.67B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","12.16","$551.03M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kura",
"KRUS","Kura Sushi USA, Inc.","22.12","$184.37M","2019","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/krus",
"KVHI","KVH Industries, Inc.","11.08","$200.51M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","18.03","$190.74M","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","8.4","$228.12M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","15.48","$92M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","16.72","$844.33M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","47.4","$1.21B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","12.3","$98.48M","1986","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","339.3","$49.38B","1984","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","95.64","$9.61B","1996","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","153.55","$4.22B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings II, Inc.","10.0374","$396.79M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings II, Inc.","10.2","$255M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings II, Inc.","0.9359","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","11.45","$333.92M","1996","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","25","$114.93M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","17.63","$446.98M","2014","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","26.29","$52.58M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","25.8001","$63.55M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","26.25","$41.82M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","10.69","$346.06M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","108.18","$4.27B","1993","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","16.64","$653.09M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","3.36","$93.2M","2000","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","20.77","$2.77B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","21.25","$4.65B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","47.5","$425.68M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/laws",
"LAZY","Lazydays Holdings, Inc.","4.2101","$35.67M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","16.87","$218.24M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lcnb",
"LPTX","LEAP THERAPEUTICS, INC.","2.15","$52.02M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lptx",
"LEGH","Legacy Housing Corporation","14.52","$358.98M","2018","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/legh",
"INFR","Legg Mason Global Infrastructure ETF","33.485","$23.44M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","34.475","$899.8M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","27.0058","$12.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqlv",
"LACQ","Leisure Acquisition Corp.","10.42","$260.5M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","10.85","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.97","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqw",
"LMAT","LeMaitre Vascular, Inc.","30.11","$601.94M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","327.1","$4.25B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/tree",
"LEVL","Level One Bancorp, Inc.","24.46","$188.72M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/levl",
"LXRX","Lexicon Pharmaceuticals, Inc.","2.9","$308.19M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","13.42","$2.36B","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lx",
"LFAC","LF Capital Acquistion Corp.","10.4","$201.83M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfac",
"LFACU","LF Capital Acquistion Corp.","10.6012","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfacu",
"LFACW","LF Capital Acquistion Corp.","0.49","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfacw",
"LGIH","LGI Homes, Inc.","92.14","$2.11B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lgih",
"DFNSU","LGL Systems Acquisition Corp.","10.33","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/dfnsu",
"LHCG","LHC Group","158.11","$4.98B","2005","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/lhcg",
"LLIT","Lianluo Smart Limited","1.01","$17.98M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","135.7","$24.68B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","137.07","$24.93B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","20.33","$12.86B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","21.3","$13.47B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","19.45","$12.3B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Latin America Ltd.","17.08","$3.11B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lila",
"LILAK","Liberty Latin America Ltd.","17.15","$3.12B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lilak",
"BATRA","Liberty Media Corporation","28.85","$1.47B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","28.81","$1.47B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batrk",
"FWONA","Liberty Media Corporation","44.29","$10.24B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwona",
"FWONK","Liberty Media Corporation","46.85","$10.83B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","49.35","$15.6B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","49.12","$15.53B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","49.72","$15.72B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmk",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","6.56","$492.52M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","7.1","$533.06M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpb",
"LCUT","Lifetime Brands, Inc.","7.21","$153.26M","1991","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","15.71","$225.58M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","2.39","$37.55M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","97.23","$1.71B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","3.62","$11.77M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","1.3","$33.61M","1996","Technology","Semiconductors","https://old.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","0.28","$25.69M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/llex",
"LMB","Limbach Holdings, Inc.","4.15","$31.91M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","5.45","$646.44M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/llnw",
"LMST","Limestone Bancorp, Inc.","17.13","$127.99M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lmst",
"LMNL","Liminal BioSciences Inc.","9.44","$220.99M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lmnl",
"LMNR","Limoneira Co","21.25","$379.1M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","2.48","$62.57M","2005","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","92.58","$5.66B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","15.4","$764.23M","2013","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/lind",
"LPCN","Lipocine Inc.","0.4549","$16.31M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lpcn",
"LIQT","LiqTech International, Inc.","6.33","$130.07M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/liqt",
"YVR","Liquid Media Group Ltd.","2.1","$9.49M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/yvr",
"LQDA","Liquidia Technologies, Inc.","5.04","$142.29M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/lqda",
"LQDT","Liquidity Services, Inc.","4.39","$149.21M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","184.73","$4.5B","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/lfus",
"LIVK","LIV Capital Acquisition Corp.","9.85","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livk",
"LIVKU","LIV Capital Acquisition Corp.","10.19","$61.14M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/livku",
"LIVKW","LIV Capital Acquisition Corp.","0.36","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livkw",
"LIVN","LivaNova PLC","70.47","$3.41B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","18.02","$726.51M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","5.83","$10.29M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","33.96","$2.25B","2000","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/lpsn",
"LIVX","LiveXLive Media, Inc.","1.44","$84.79M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/livx",
"LVGO","Livongo Health, Inc.","27.17","$2.57B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/lvgo",
"LIZI","LIZHI INC.","10.23","$467.85M","2020","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/lizi",
"LKQ","LKQ Corporation","33.2","$10.17B","n/a","Consumer Services","Motor Vehicles","https://old.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","0.9021","$2.8M","2015","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.0245","n/a","2015","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lmfaw",
"LMPX","LMP Automotive Holdings, Inc.","12.58","$126.7M","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lmpx",
"LOGC","LogicBio Therapeutics, Inc.","8.01","$183.62M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/logc",
"LOGI","Logitech International S.A.","44","$7.36B","1997","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","85.47","$4.15B","2009","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/logm",
"CNCR","Loncar Cancer Immunotherapy ETF","22.3947","$36.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cncr",
"CHNA","Loncar China BioPharma ETF","26.2053","$12.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chna",
"LONE","Lonestar Resources US Inc.","1.44","$36.07M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/lone",
"LOAC","Longevity Acquisition Corporation","10.5","$55.34M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loac",
"LOACR","Longevity Acquisition Corporation","0.21","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacr",
"LOACU","Longevity Acquisition Corporation","10.65","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacu",
"LOACW","Longevity Acquisition Corporation","0.1001","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/loacw",
"LOOP","Loop Industries, Inc.","10.38","$407.23M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/loop",
"LORL","Loral Space and Communications, Inc.","34.91","$1.08B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/lorl",
"LPLA","LPL Financial Holdings Inc.","94.66","$7.59B","2010","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/lpla",
"LYTS","LSI Industries Inc.","6.84","$178.77M","1985","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/lyts",
"LK","Luckin Coffee Inc.","38.02","$9.62B","2019","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/lk",
"LULU","lululemon athletica inc.","254.41","$33.15B","2007","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","87","$6.5B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","23.72","$1.07B","2000","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmnx",
"LUNA","Luna Innovations Incorporated","8.97","$270.59M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/luna",
"LKCO","Luokung Technology Corp","1.07","$215.41M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/lkco",
"LBC","Luther Burbank Corporation","10.86","$608.16M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/lbc",
"LYFT","Lyft, Inc.","44.69","$13.52B","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lyft",
"MCBC","Macatawa Bank Corporation","10.61","$361.39M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","15.46","$166.18M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","29.63","$1.97B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/mtsi",
"MGNX","MacroGenics, Inc.","10.16","$497.42M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","90.23","$1.39B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","3.8576","$89.32M","1993","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","72.79","$1.78B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/mgln",
"MGTA","Magenta Therapeutics, Inc.","12.35","$481.52M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mgta",
"MGIC","Magic Software Enterprises Ltd.","11.5","$562.68M","1991","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mgic",
"MGYR","Magyar Bancorp, Inc.","12.29","$71.54M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","0.8399","$69.84M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhld",
"MNSB","MainStreet Bancshares, Inc.","22.05","$182.14M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mnsb",
"MJCO","Majesco","7.12","$307.84M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mjco",
"MMYT","MakeMyTrip Limited","28.37","$2.92B","2010","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","49.86","$1.03B","2014","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","20.65","$160.6M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/mlvf",
"TUSK","Mammoth Energy Services, Inc.","1.38","$62.13M","2016","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/tusk",
"MANH","Manhattan Associates, Inc.","80.22","$5.12B","1998","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","6.41","$61.91M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","5.68","$111.85M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","16.1168","$38.45M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","1.46","$301.36M","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","81.09","$3.25B","2002","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","1.25","$9.82M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","3.16","$136.18M","2004","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mchx",
"MRIN","Marin Software Incorporated","1.35","$8.97M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mrin",
"MARPS","Marine Petroleum Trust","1.9364","$3.87M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","2.3","$198.95M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrns",
"MRKR","Marker Therapeutics, Inc.","2.73","$124.82M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrkr",
"MKTX","MarketAxess Holdings, Inc.","345.69","$13.11B","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/mktx",
"MRLN","Marlin Business Services Corp.","20.43","$247.48M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/mrln",
"MAR","Marriott International","144.9","$47.37B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","1.23","$171.35M","2013","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","22.11","$1.21B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","2.62","$101.82M","2002","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","25.12","$16.85B","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","183.57","$9.84B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/masi",
"MCFT","MasterCraft Boat Holdings, Inc.","18.65","$351.97M","2015","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mcft",
"MTCH","Match Group, Inc.","76.5","$21.45B","2015","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mtch",
"MTLS","Materialise NV","19.52","$1.03B","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","14.08","$375.62M","1990","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","13.95","$4.84B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/mat",
"MATW","Matthews International Corporation","34.41","$1.08B","1994","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/matw",
"MXIM","Maxim Integrated Products, Inc.","63.56","$17.12B","1988","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxim",
"MGRC","McGrath RentCorp","81.49","$1.98B","1984","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","2.35","$169.54M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/mdca",
"MDJH","MDJM LTD","3","$34.92M","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/mdjh",
"MDRR","Medalist Diversified REIT, Inc.","3.5879","$16.15M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrr",
"MDRRP","Medalist Diversified REIT, Inc.","20.85","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mdrrp",
"MBNKP","Medallion Bank","25.52","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/mbnkp",
"MFIN","Medallion Financial Corp.","6.68","$164.39M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","26.1552","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/mfinl",
"MDIA","Mediaco Holding Inc.","7","$49.18M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/mdia",
"MNOV","MediciNova, Inc.","6.15","$270.33M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnov",
"MDGS","Medigus Ltd.","1.65","$6.81M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgs",
"MDGSW","Medigus Ltd.","0.444","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mdgsw",
"MDWD","MediWound Ltd.","2.97","$80.72M","2014","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/mdwd",
